conversation,ground_truth,allowed_restaurant,allowed_bank,pii_entities
"I mentioned my name is Ethan Brown, my phone 212-555-9922, my email ethan.brown@stellarfinance.com, and I live in New York.","[NAME, PHONE, EMAIL, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Ethan Brown"", ""label"": ""PERSON"", ""start"": 23, ""end"": 34, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 45, ""end"": 48, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 114, ""end"": 122, ""source"": ""spacy""}, {""text"": ""ethan.brown@stellarfinance.com"", ""label"": ""EMAIL"", ""start"": 68, ""end"": 98, ""source"": ""regex""}, {""text"": ""212-555-9922"", ""label"": ""PHONE"", ""start"": 45, ""end"": 57, ""source"": ""regex""}]"
"I said my date of birth 10/10/1992, email olivia.garcia@greenspark.org, phone 415-555-6001, and I work at GreenSpark.","[DATE/DOB, EMAIL, PHONE, company]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""10/10/1992"", ""label"": ""DATE"", ""start"": 24, ""end"": 34, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 78, ""end"": 81, ""source"": ""spacy""}, {""text"": ""GreenSpark"", ""label"": ""ORG"", ""start"": 106, ""end"": 116, ""source"": ""spacy""}, {""text"": ""olivia.garcia@greenspark.org"", ""label"": ""EMAIL"", ""start"": 42, ""end"": 70, ""source"": ""regex""}, {""text"": ""415-555-6001"", ""label"": ""PHONE"", ""start"": 78, ""end"": 90, ""source"": ""regex""}]"
"I told support my SSN 777-00-2211, card ending 2200, email sophia.martinez@quantum.dev, and IP 172.16.11.11.","[SSN, CREDIT_CARD, EMAIL, IP]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""777-00-2211"", ""label"": ""PRODUCT"", ""start"": 22, ""end"": 33, ""source"": ""spacy""}, {""text"": ""172.16.11.11"", ""label"": ""CARDINAL"", ""start"": 95, ""end"": 107, ""source"": ""spacy""}, {""text"": ""sophia.martinez@quantum.dev"", ""label"": ""EMAIL"", ""start"": 59, ""end"": 86, ""source"": ""regex""}, {""text"": ""172.16.11.11"", ""label"": ""IP_ADDRESS"", ""start"": 95, ""end"": 107, ""source"": ""regex""}, {""text"": ""777-00-2211"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name Isabella Robinson, my phone 646-555-2213, my email isabella.rob@apexlogistics.com, and that I live in Brooklyn.","[NAME, PHONE, EMAIL, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Isabella Robinson"", ""label"": ""PERSON"", ""start"": 25, ""end"": 42, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 53, ""end"": 56, ""source"": ""spacy""}, {""text"": ""isabella.rob@apexlogistics.com"", ""label"": ""ORG"", ""start"": 76, ""end"": 106, ""source"": ""spacy""}, {""text"": ""Brooklyn"", ""label"": ""GPE"", ""start"": 127, ""end"": 135, ""source"": ""spacy""}, {""text"": ""isabella.rob@apexlogistics.com"", ""label"": ""EMAIL"", ""start"": 76, ""end"": 106, ""source"": ""regex""}, {""text"": ""646-555-2213"", ""label"": ""PHONE"", ""start"": 53, ""end"": 65, ""source"": ""regex""}]"
"I mentioned my DOB 1990-03-12, my email mason.lee@blueskytech.io, my phone 415-555-8899, and my IP 198.51.100.12.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1990-03-12"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 75, ""end"": 78, ""source"": ""spacy""}, {""text"": ""IP"", ""label"": ""ORG"", ""start"": 96, ""end"": 98, ""source"": ""spacy""}, {""text"": ""mason.lee@blueskytech.io"", ""label"": ""EMAIL"", ""start"": 40, ""end"": 64, ""source"": ""regex""}, {""text"": ""415-555-8899"", ""label"": ""PHONE"", ""start"": 75, ""end"": 87, ""source"": ""regex""}, {""text"": ""198.51.100.12"", ""label"": ""IP_ADDRESS"", ""start"": 99, ""end"": 112, ""source"": ""regex""}]"
"I said my SSN 110-99-8877, card ending 9911, my email logan.c@emberstudios.com, and my name is Logan Clark.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""9911"", ""label"": ""DATE"", ""start"": 39, ""end"": 43, ""source"": ""spacy""}, {""text"": ""Logan Clark"", ""label"": ""PERSON"", ""start"": 95, ""end"": 106, ""source"": ""spacy""}, {""text"": ""logan.c@emberstudios.com"", ""label"": ""EMAIL"", ""start"": 54, ""end"": 78, ""source"": ""regex""}, {""text"": ""110-99-8877"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 212-555-7729, my email james.t@delta-robotics.com, my DOB 1983-01-03, and that I live in New York.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 75, ""end"": 78, ""source"": ""spacy""}, {""text"": ""1983-01-03"", ""label"": ""DATE"", ""start"": 79, ""end"": 89, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 110, ""end"": 118, ""source"": ""spacy""}, {""text"": ""james.t@delta-robotics.com"", ""label"": ""EMAIL"", ""start"": 44, ""end"": 70, ""source"": ""regex""}, {""text"": ""212-555-7729"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 172.16.19.19, my email emma.davis@sunriseenergy.com, my age 32, sex female, and my name is Emma Davis.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP"", ""label"": ""ORG"", ""start"": 20, ""end"": 22, ""source"": ""spacy""}, {""text"": ""age 32"", ""label"": ""DATE"", ""start"": 79, ""end"": 85, ""source"": ""spacy""}, {""text"": ""Emma Davis"", ""label"": ""PERSON"", ""start"": 114, ""end"": 124, ""source"": ""spacy""}, {""text"": ""emma.davis@sunriseenergy.com"", ""label"": ""EMAIL"", ""start"": 46, ""end"": 74, ""source"": ""regex""}, {""text"": ""172.16.19.19"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my SSN 221-10-3344, Visa ending 7751, phone 617-555-6612, and email grace.wilson@arcticfoods.co.","[SSN, CREDIT_CARD, PHONE, EMAIL]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""221"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 22, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 32, ""end"": 36, ""source"": ""spacy""}, {""text"": ""ending 7751"", ""label"": ""DATE"", ""start"": 37, ""end"": 48, ""source"": ""spacy""}, {""text"": ""617"", ""label"": ""CARDINAL"", ""start"": 56, ""end"": 59, ""source"": ""spacy""}, {""text"": ""grace.wilson@arcticfoods.co"", ""label"": ""EMAIL"", ""start"": 80, ""end"": 107, ""source"": ""regex""}, {""text"": ""617-555-6612"", ""label"": ""PHONE"", ""start"": 56, ""end"": 68, ""source"": ""regex""}, {""text"": ""221-10-3344"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Lucas Moore, my email lucas@titanmotors.com, my phone 646-555-8808, and that I live at 200 King St, Boston.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Lucas Moore"", ""label"": ""PERSON"", ""start"": 11, ""end"": 22, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 65, ""end"": 68, ""source"": ""spacy""}, {""text"": ""200"", ""label"": ""CARDINAL"", ""start"": 98, ""end"": 101, ""source"": ""spacy""}, {""text"": ""Boston"", ""label"": ""GPE"", ""start"": 111, ""end"": 117, ""source"": ""spacy""}, {""text"": ""lucas@titanmotors.com"", ""label"": ""EMAIL"", ""start"": 33, ""end"": 54, ""source"": ""regex""}, {""text"": ""646-555-8808"", ""label"": ""PHONE"", ""start"": 65, ""end"": 77, ""source"": ""regex""}]"
"I told them my DOB 1992-02-02, my email ben.taylor@vertexai.dev, my phone 415-555-9901, and my IP 203.0.113.22.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1992-02-02"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 74, ""end"": 77, ""source"": ""spacy""}, {""text"": ""IP 203.0.113.22"", ""label"": ""ORG"", ""start"": 95, ""end"": 110, ""source"": ""spacy""}, {""text"": ""ben.taylor@vertexai.dev"", ""label"": ""EMAIL"", ""start"": 40, ""end"": 63, ""source"": ""regex""}, {""text"": ""415-555-9901"", ""label"": ""PHONE"", ""start"": 74, ""end"": 86, ""source"": ""regex""}, {""text"": ""203.0.113.22"", ""label"": ""IP_ADDRESS"", ""start"": 98, ""end"": 110, ""source"": ""regex""}]"
"Earlier I shared my SSN 550-44-3322, card ending 6621, email chloe.a@novamedia.com, and name Chloe Anderson.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""550"", ""label"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""source"": ""spacy""}, {""text"": ""6621"", ""label"": ""DATE"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Chloe Anderson"", ""label"": ""PERSON"", ""start"": 93, ""end"": 107, ""source"": ""spacy""}, {""text"": ""chloe.a@novamedia.com"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 82, ""source"": ""regex""}, {""text"": ""550-44-3322"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 212-555-7200, my email dan.harris@orionlabs.net, DOB 1989-08-08, and that I live in New York.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 70, ""end"": 73, ""source"": ""spacy""}, {""text"": ""1989-08-08"", ""label"": ""DATE"", ""start"": 74, ""end"": 84, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 105, ""end"": 113, ""source"": ""spacy""}, {""text"": ""dan.harris@orionlabs.net"", ""label"": ""EMAIL"", ""start"": 44, ""end"": 68, ""source"": ""regex""}, {""text"": ""212-555-7200"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 10.0.3.3, my email natalie@greenfieldanalytics.com, my age 29, and sex female.","[IP, EMAIL, age, sex]",[EMAIL],[EMAIL],"[{""text"": ""IP"", ""label"": ""ORG"", ""start"": 10, ""end"": 12, ""source"": ""spacy""}, {""text"": ""natalie@greenfieldanalytics.com"", ""label"": ""CARDINAL"", ""start"": 32, ""end"": 63, ""source"": ""spacy""}, {""text"": ""age 29"", ""label"": ""DATE"", ""start"": 68, ""end"": 74, ""source"": ""spacy""}, {""text"": ""natalie@greenfieldanalytics.com"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 63, ""source"": ""regex""}, {""text"": ""10.0.3.3"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 21, ""source"": ""regex""}]"
"I told support my SSN 777-66-5544, my Visa ending 2011, my phone 312-555-6622, my email ryan.walker@horizondata.io, and my DOB 1994-04-04.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""777-66-5544"", ""label"": ""PRODUCT"", ""start"": 22, ""end"": 33, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 38, ""end"": 42, ""source"": ""spacy""}, {""text"": ""ending 2011"", ""label"": ""DATE"", ""start"": 43, ""end"": 54, ""source"": ""spacy""}, {""text"": ""312"", ""label"": ""CARDINAL"", ""start"": 65, ""end"": 68, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 123, ""end"": 126, ""source"": ""spacy""}, {""text"": ""1994-04-04"", ""label"": ""DATE"", ""start"": 127, ""end"": 137, ""source"": ""spacy""}, {""text"": ""ryan.walker@horizondata.io"", ""label"": ""EMAIL"", ""start"": 88, ""end"": 114, ""source"": ""regex""}, {""text"": ""312-555-6622"", ""label"": ""PHONE"", ""start"": 65, ""end"": 77, ""source"": ""regex""}, {""text"": ""777-66-5544"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Zoe Hall, my email zoe.h@aperturelabs.co, my phone 415-555-7710, and that I live in San Francisco.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Zoe Hall"", ""label"": ""PERSON"", ""start"": 28, ""end"": 36, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 79, ""end"": 82, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 112, ""end"": 125, ""source"": ""spacy""}, {""text"": ""zoe.h@aperturelabs.co"", ""label"": ""EMAIL"", ""start"": 47, ""end"": 68, ""source"": ""regex""}, {""text"": ""415-555-7710"", ""label"": ""PHONE"", ""start"": 79, ""end"": 91, ""source"": ""regex""}]"
"I mentioned my DOB 1987-05-05, my email leo.allen@novahealth.org, my phone 646-555-1100, and my IP 172.16.77.77.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1987-05-05"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 75, ""end"": 78, ""source"": ""spacy""}, {""text"": ""IP"", ""label"": ""ORG"", ""start"": 96, ""end"": 98, ""source"": ""spacy""}, {""text"": ""172.16.77.77"", ""label"": ""CARDINAL"", ""start"": 99, ""end"": 111, ""source"": ""spacy""}, {""text"": ""leo.allen@novahealth.org"", ""label"": ""EMAIL"", ""start"": 40, ""end"": 64, ""source"": ""regex""}, {""text"": ""646-555-1100"", ""label"": ""PHONE"", ""start"": 75, ""end"": 87, ""source"": ""regex""}, {""text"": ""172.16.77.77"", ""label"": ""IP_ADDRESS"", ""start"": 99, ""end"": 111, ""source"": ""regex""}]"
"I said my SSN 333-10-2221, card ending 8820, email nora.young@apex-analytics.com, and name Nora Young.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""333-10-2221"", ""label"": ""PRODUCT"", ""start"": 14, ""end"": 25, ""source"": ""spacy""}, {""text"": ""8820"", ""label"": ""DATE"", ""start"": 39, ""end"": 43, ""source"": ""spacy""}, {""text"": ""nora.young@apex-analytics.com"", ""label"": ""ORG"", ""start"": 51, ""end"": 80, ""source"": ""spacy""}, {""text"": ""Nora Young"", ""label"": ""PERSON"", ""start"": 91, ""end"": 101, ""source"": ""spacy""}, {""text"": ""nora.young@apex-analytics.com"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 80, ""source"": ""regex""}, {""text"": ""333-10-2221"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 202-555-3320, email caleb.king@blueridge.com, DOB 1991-01-21, and that I live in Washington.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""202"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 67, ""end"": 70, ""source"": ""spacy""}, {""text"": ""1991-01-21"", ""label"": ""DATE"", ""start"": 71, ""end"": 81, ""source"": ""spacy""}, {""text"": ""Washington"", ""label"": ""GPE"", ""start"": 102, ""end"": 112, ""source"": ""spacy""}, {""text"": ""caleb.king@blueridge.com"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 65, ""source"": ""regex""}, {""text"": ""202-555-3320"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 203.0.113.2, email ella.wright@aurora.dev, age 26, sex female, and name Ella Wright.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 203.0.113.2"", ""label"": ""ORG"", ""start"": 20, ""end"": 34, ""source"": ""spacy""}, {""text"": ""age 26"", ""label"": ""DATE"", ""start"": 66, ""end"": 72, ""source"": ""spacy""}, {""text"": ""Ella Wright"", ""label"": ""PERSON"", ""start"": 95, ""end"": 106, ""source"": ""spacy""}, {""text"": ""ella.wright@aurora.dev"", ""label"": ""EMAIL"", ""start"": 42, ""end"": 64, ""source"": ""regex""}, {""text"": ""203.0.113.2"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 34, ""source"": ""regex""}]"
"I mentioned my SSN 441-22-1100, Mastercard ending 1120, phone 212-555-1200, email jack.green@stellar.io, and DOB 1990-10-20.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""441-22-1100"", ""label"": ""PRODUCT"", ""start"": 19, ""end"": 30, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""1120"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 109, ""end"": 112, ""source"": ""spacy""}, {""text"": ""1990-10-20"", ""label"": ""DATE"", ""start"": 113, ""end"": 123, ""source"": ""spacy""}, {""text"": ""jack.green@stellar.io"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 103, ""source"": ""regex""}, {""text"": ""212-555-1200"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""441-22-1100"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Lily Scott, email lily.scott@quantum.dev, phone 646-555-7713, and that I live in Queens and work at Quantum.","[NAME, EMAIL, PHONE, location, company]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Lily Scott"", ""label"": ""PERSON"", ""start"": 11, ""end"": 21, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 92, ""end"": 98, ""source"": ""spacy""}, {""text"": ""Quantum"", ""label"": ""ORG"", ""start"": 111, ""end"": 118, ""source"": ""spacy""}, {""text"": ""lily.scott@quantum.dev"", ""label"": ""EMAIL"", ""start"": 29, ""end"": 51, ""source"": ""regex""}, {""text"": ""646-555-7713"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}]"
"I told them my DOB 1993-03-03, email owen.adams@greenenergy.io, phone 415-555-3011, and IP 10.0.4.4.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1993-03-03"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 70, ""end"": 73, ""source"": ""spacy""}, {""text"": ""IP"", ""label"": ""ORG"", ""start"": 88, ""end"": 90, ""source"": ""spacy""}, {""text"": ""owen.adams@greenenergy.io"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 62, ""source"": ""regex""}, {""text"": ""415-555-3011"", ""label"": ""PHONE"", ""start"": 70, ""end"": 82, ""source"": ""regex""}, {""text"": ""10.0.4.4"", ""label"": ""IP_ADDRESS"", ""start"": 91, ""end"": 99, ""source"": ""regex""}]"
"Earlier I shared my SSN 220-55-7711, card ending 6610, email aria.b@sunlight.org, and name Aria Baker.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""220"", ""label"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""source"": ""spacy""}, {""text"": ""6610"", ""label"": ""CARDINAL"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Aria Baker"", ""label"": ""PERSON"", ""start"": 91, ""end"": 101, ""source"": ""spacy""}, {""text"": ""aria.b@sunlight.org"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 80, ""source"": ""regex""}, {""text"": ""220-55-7711"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 718-555-2223, email henry.n@vertex.cloud, DOB 1991-09-09, and that I live in Brooklyn.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""718-555-2223"", ""label"": ""PRODUCT"", ""start"": 21, ""end"": 33, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 63, ""end"": 66, ""source"": ""spacy""}, {""text"": ""1991-09-09"", ""label"": ""DATE"", ""start"": 67, ""end"": 77, ""source"": ""spacy""}, {""text"": ""Brooklyn"", ""label"": ""GPE"", ""start"": 98, ""end"": 106, ""source"": ""spacy""}, {""text"": ""henry.n@vertex.cloud"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 61, ""source"": ""regex""}, {""text"": ""718-555-2223"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
